town,#rooms,storey_range_processed,floor_area_sqm,flat_model,remaining_lease
TAMPINES,6,4,147,Apartment,76
TAMPINES,6,1,147,Apartment,74
TAMPINES,6,1,142,Apartment,69
TOA PAYOH,2,2,43,Standard,47
TOA PAYOH,3,2,66,Improved,53
TOA PAYOH,3,1,66,Improved,53
TOA PAYOH,3,3,66,Improved,53
TOA PAYOH,3,4,66,Improved,53
TOA PAYOH,3,3,65,Improved,52
TOA PAYOH,3,4,67,Improved,50
TOA PAYOH,3,1,65,Improved,47
TOA PAYOH,3,2,67,Improved,50
TOA PAYOH,3,2,66,Improved,52
TOA PAYOH,3,1,65,Improved,47
TOA PAYOH,3,3,67,Improved,50
TOA PAYOH,3,5,72,Improved,50
TOA PAYOH,3,6,72,Improved,50
TOA PAYOH,3,4,78,Improved,50
TOA PAYOH,3,2,68,Improved,50
TOA PAYOH,3,6,68,Improved,48
TOA PAYOH,3,1,63,Standard,63
TOA PAYOH,3,6,63,Standard,63
TOA PAYOH,3,4,67,Improved,49
TOA PAYOH,3,4,66,Improved,50
TOA PAYOH,3,3,66,Improved,50
TOA PAYOH,3,1,65,Improved,57
TOA PAYOH,3,4,65,Improved,57
TOA PAYOH,3,3,66,Improved,62
TOA PAYOH,3,3,67,New Generation,65
TOA PAYOH,3,4,74,Model A,65
TOA PAYOH,3,4,74,Model A,64
TOA PAYOH,3,2,65,Improved,62
TOA PAYOH,3,4,65,Improved,62
TOA PAYOH,4,3,102,Model A,64
TOA PAYOH,4,3,101,Model A,79
TOA PAYOH,4,4,105,Model A,75
TOA PAYOH,4,1,106,Model A,75
TOA PAYOH,4,1,103,Model A,66
TOA PAYOH,4,5,91,DBSS,92
TOA PAYOH,4,4,91,DBSS,92
TOA PAYOH,4,12,91,DBSS,92
TOA PAYOH,4,11,91,DBSS,92
TOA PAYOH,4,13,91,DBSS,92
TOA PAYOH,4,9,99,Model A,81
TOA PAYOH,4,1,105,Model A,77
TOA PAYOH,4,8,104,Model A,77
TOA PAYOH,4,5,102,Model A,78
TOA PAYOH,4,2,101,Model A,79
TOA PAYOH,4,1,103,Model A,78
TOA PAYOH,4,1,82,Improved,55
TOA PAYOH,4,2,82,Improved,56
TOA PAYOH,4,1,84,Simplified,79
TOA PAYOH,4,5,104,Model A,64
TOA PAYOH,4,3,76,Model A,89
TOA PAYOH,4,4,76,Model A,89
TOA PAYOH,4,7,91,Model A,89
TOA PAYOH,4,4,87,Improved,53
TOA PAYOH,4,6,87,Improved,53
TOA PAYOH,5,4,113,DBSS,92
TOA PAYOH,5,4,110,Improved,83
TOA PAYOH,5,8,120,Improved,78
TOA PAYOH,5,2,136,Model A,73
TOA PAYOH,5,4,123,Improved,73
TOA PAYOH,5,1,120,Improved,79
TOA PAYOH,6,2,145,Apartment,73
TOA PAYOH,6,3,145,Apartment,73
TOA PAYOH,6,1,161,Maisonette,64
WOODLANDS,3,5,65,Improved,54
WOODLANDS,3,2,65,Improved,54
WOODLANDS,3,5,65,Improved,56
WOODLANDS,3,4,68,New Generation,61
WOODLANDS,3,4,65,Improved,56
WOODLANDS,3,1,65,Improved,56
WOODLANDS,3,4,65,Improved,56
WOODLANDS,3,4,65,Improved,56
WOODLANDS,3,3,75,Improved,65
WOODLANDS,3,2,60,Improved,65
WOODLANDS,3,1,69,Improved,65
WOODLANDS,3,2,67,Model A,94
WOODLANDS,3,4,67,Model A,94
WOODLANDS,3,3,67,Premium Apartment,95
WOODLANDS,3,2,67,Premium Apartment,95
WOODLANDS,3,2,67,Premium Apartment,95
WOODLANDS,3,2,73,Model A,65
WOODLANDS,3,4,73,Model A,70
WOODLANDS,3,4,73,Model A,70
WOODLANDS,3,3,73,Model A,70
WOODLANDS,3,2,67,New Generation,67
WOODLANDS,3,1,73,Model A,73
WOODLANDS,3,4,73,Model A,74
WOODLANDS,3,1,73,Model A,73
WOODLANDS,3,3,73,Model A,73
WOODLANDS,3,1,68,New Generation,76
WOODLANDS,4,5,97,New Generation,57
WOODLANDS,4,3,91,New Generation,57
WOODLANDS,4,2,98,New Generation,58
WOODLANDS,4,4,91,New Generation,57
WOODLANDS,4,3,93,New Generation,61
WOODLANDS,4,2,91,New Generation,61
WOODLANDS,4,4,88,Improved,56
WOODLANDS,4,4,93,Model A,93
WOODLANDS,4,5,93,Model A,93
WOODLANDS,4,2,92,Model A,94
WOODLANDS,4,3,92,Model A,94
WOODLANDS,4,2,92,Model A2,78
WOODLANDS,4,2,92,Model A2,79
WOODLANDS,4,2,100,Model A,77
WOODLANDS,4,3,103,Model A,78
WOODLANDS,4,4,100,Model A,77
WOODLANDS,4,4,102,Model A,78
WOODLANDS,4,2,102,Model A,78
WOODLANDS,4,4,102,Model A2,78
WOODLANDS,4,4,103,Model A,78
WOODLANDS,4,4,102,Model A,77
WOODLANDS,4,3,90,Model A,83
WOODLANDS,4,1,103,Model A,78
WOODLANDS,4,5,91,Model A2,78
WOODLANDS,4,2,100,Model A,78
WOODLANDS,4,2,107,Premium Apartment,79
WOODLANDS,4,4,107,Premium Apartment,79
WOODLANDS,4,4,104,Premium Apartment,81
WOODLANDS,4,2,104,Premium Apartment,80
WOODLANDS,4,4,91,Model A,81
WOODLANDS,4,1,91,Model A,81
WOODLANDS,4,3,90,Model A,81
WOODLANDS,4,2,100,Model A,77
WOODLANDS,4,1,103,Model A,77
WOODLANDS,4,1,91,Model A2,77
WOODLANDS,4,2,92,Model A2,77
WOODLANDS,4,3,102,Model A,77
WOODLANDS,4,3,99,Model A,78
WOODLANDS,4,4,92,Premium Apartment,95
WOODLANDS,4,2,92,Premium Apartment,95
WOODLANDS,4,3,92,Premium Apartment,95
WOODLANDS,4,1,100,Model A,79
WOODLANDS,4,1,91,Model A2,78
WOODLANDS,4,1,95,Model A2,80
WOODLANDS,4,4,100,Model A,77
WOODLANDS,4,1,93,Model A2,78
WOODLANDS,4,1,102,Premium Apartment,80
WOODLANDS,4,1,101,Model A,77
WOODLANDS,4,1,104,Premium Apartment,80
WOODLANDS,4,5,90,Premium Apartment,84
WOODLANDS,4,2,90,Premium Apartment,84
WOODLANDS,4,2,101,Model A,79
WOODLANDS,4,1,100,Model A,79
WOODLANDS,4,2,86,Model A2,81
WOODLANDS,4,3,103,Model A,70
WOODLANDS,4,4,98,New Generation,66
WOODLANDS,4,3,91,New Generation,66
WOODLANDS,4,1,91,New Generation,67
WOODLANDS,4,1,91,New Generation,67
WOODLANDS,4,4,93,New Generation,66
WOODLANDS,4,4,107,Model A,74
WOODLANDS,4,2,103,Model A,74
WOODLANDS,4,2,86,Simplified,75
WOODLANDS,4,4,89,Simplified,74
WOODLANDS,4,4,106,Model A,76
WOODLANDS,4,4,106,Model A,76
WOODLANDS,4,2,106,Model A,76
WOODLANDS,4,3,84,Simplified,69
WOODLANDS,4,2,84,Simplified,74
WOODLANDS,4,3,104,Model A,74
WOODLANDS,4,3,104,Model A,73
WOODLANDS,5,3,124,Standard,58
WOODLANDS,5,5,126,Standard,56
WOODLANDS,5,1,117,Standard,56
WOODLANDS,5,3,121,Improved,66
WOODLANDS,5,3,112,Improved,94
WOODLANDS,5,2,112,Improved,94
WOODLANDS,5,4,112,Improved,94
WOODLANDS,5,1,123,Improved,77
WOODLANDS,5,4,120,Improved,76
WOODLANDS,5,1,120,Improved,77
WOODLANDS,5,3,121,Improved,78
WOODLANDS,5,1,126,Improved,76
WOODLANDS,5,1,122,Improved,78
WOODLANDS,5,3,121,Improved,78
WOODLANDS,5,3,122,Improved,78
WOODLANDS,5,2,122,Improved,78
WOODLANDS,5,4,122,Improved,78
WOODLANDS,5,4,123,Improved,79
WOODLANDS,5,3,124,Improved,79
WOODLANDS,5,3,123,Premium Apartment,79
WOODLANDS,5,1,120,Improved,81
WOODLANDS,5,4,110,Improved,81
WOODLANDS,5,2,110,Improved,81
WOODLANDS,5,4,118,Improved,77
WOODLANDS,5,1,118,Improved,77
WOODLANDS,5,2,122,Improved,79
WOODLANDS,5,4,115,Improved,80
WOODLANDS,5,2,124,Improved,78
WOODLANDS,5,4,120,Premium Apartment,80
WOODLANDS,5,4,120,Premium Apartment,80
WOODLANDS,5,4,120,Improved,77
WOODLANDS,5,4,110,Improved,80
WOODLANDS,5,3,111,Improved,81
WOODLANDS,5,4,110,Improved,81
WOODLANDS,5,3,121,Improved,78
WOODLANDS,5,2,110,Premium Apartment,84
WOODLANDS,5,2,115,Premium Apartment,83
WOODLANDS,5,3,110,Premium Apartment,84
WOODLANDS,5,1,115,Premium Apartment,83
WOODLANDS,5,5,110,Premium Apartment,84
WOODLANDS,5,1,115,Premium Apartment,83
WOODLANDS,5,5,110,Premium Apartment,84
WOODLANDS,5,4,110,Premium Apartment,84
WOODLANDS,5,2,121,Improved,78
WOODLANDS,5,2,121,Improved,79
WOODLANDS,5,4,122,Improved,79
WOODLANDS,5,3,128,Improved,76
WOODLANDS,5,2,125,Improved,77
WOODLANDS,5,4,121,Improved,76
WOODLANDS,5,3,126,Improved,76
WOODLANDS,5,1,127,Improved,76
WOODLANDS,5,3,124,Improved,76
WOODLANDS,5,1,126,Improved,76
WOODLANDS,5,4,121,Improved,76
WOODLANDS,6,2,158,Apartment,75
WOODLANDS,6,2,162,Apartment,75
WOODLANDS,6,3,177,Apartment,75
WOODLANDS,6,3,177,Apartment,75
WOODLANDS,6,1,130,Apartment,80
WOODLANDS,6,1,141,Maisonette,78
WOODLANDS,6,3,141,Apartment,78
WOODLANDS,6,1,183,Apartment,74
WOODLANDS,6,1,146,Maisonette,66
WOODLANDS,6,2,146,Maisonette,69
WOODLANDS,6,1,151,Maisonette,69
WOODLANDS,6,3,146,Apartment,76
WOODLANDS,6,4,149,Apartment,76
YISHUN,2,2,48,Model A,93
YISHUN,3,2,68,New Generation,64
YISHUN,3,2,68,New Generation,64
YISHUN,3,2,68,New Generation,58
YISHUN,3,2,68,New Generation,64
YISHUN,3,2,67,New Generation,65
YISHUN,3,1,67,New Generation,64
YISHUN,3,3,67,New Generation,65
YISHUN,3,3,68,New Generation,64
YISHUN,3,2,74,Model A,68
YISHUN,3,2,68,Improved,65
YISHUN,3,2,74,Model A,69
YISHUN,3,3,74,Model A,69
YISHUN,3,2,74,Model A,63
YISHUN,3,4,74,Model A,68
YISHUN,3,1,79,Model A,64
YISHUN,3,2,67,Model A,92
YISHUN,3,1,67,New Generation,62
YISHUN,3,3,67,New Generation,65
YISHUN,3,4,67,New Generation,66
YISHUN,3,3,74,Model A,65
YISHUN,3,2,67,New Generation,65
YISHUN,3,2,74,Model A,65
YISHUN,3,1,72,New Generation,65
YISHUN,3,4,67,New Generation,65
YISHUN,3,3,67,New Generation,66
YISHUN,3,2,67,New Generation,65
YISHUN,3,1,67,New Generation,65
YISHUN,3,4,67,New Generation,65
YISHUN,3,1,64,Simplified,68
YISHUN,3,2,74,Model A,67
YISHUN,3,3,67,Model A,94
YISHUN,3,5,67,Model A,93
YISHUN,3,3,64,Simplified,68
YISHUN,4,2,92,Model A,92
YISHUN,4,3,96,Model A,92
YISHUN,4,2,92,Model A,92
YISHUN,4,3,92,Model A,92
YISHUN,4,3,92,Model A,92
YISHUN,4,4,92,Model A,92
YISHUN,4,2,103,Model A,68
YISHUN,4,3,93,Model A,93
YISHUN,4,3,84,Simplified,68
YISHUN,4,3,84,Simplified,69
YISHUN,4,2,104,Model A,70
YISHUN,4,2,84,Simplified,65
YISHUN,4,4,84,Simplified,66
YISHUN,4,2,105,Model A,68
YISHUN,4,3,104,Model A,67
YISHUN,4,3,84,Simplified,67
YISHUN,4,4,93,New Generation,65
YISHUN,4,4,84,Simplified,69
YISHUN,4,3,103,Model A,68
YISHUN,4,4,93,New Generation,66
YISHUN,4,3,104,Model A,63
YISHUN,4,1,104,Model A,68
YISHUN,4,3,92,Model A,93
YISHUN,4,3,84,Simplified,68
YISHUN,4,1,94,New Generation,62
YISHUN,4,2,92,Model A,92
YISHUN,4,4,96,New Generation,65
YISHUN,4,4,104,Model A,68
YISHUN,4,3,104,Model A,69
YISHUN,4,4,84,Simplified,68
YISHUN,4,2,104,Model A,69
YISHUN,4,1,91,New Generation,65
YISHUN,4,3,108,Model A,65
YISHUN,4,3,91,Model A,81
YISHUN,4,4,93,New Generation,65
YISHUN,4,4,104,Model A,66
YISHUN,4,2,84,Simplified,67
YISHUN,4,4,84,Simplified,67
YISHUN,4,2,84,Simplified,67
YISHUN,4,1,93,Model A,94
YISHUN,4,2,93,Model A,94
YISHUN,4,2,93,Model A,94
YISHUN,4,1,93,Model A,94
YISHUN,4,2,93,Model A,93
YISHUN,4,4,93,Model A,93
YISHUN,4,3,104,Model A,66
YISHUN,4,1,84,Simplified,65
YISHUN,4,4,104,Model A,66
YISHUN,4,4,92,New Generation,65
YISHUN,4,2,104,Model A,68
YISHUN,4,2,104,Model A,68
YISHUN,5,1,121,Improved,68
YISHUN,5,4,112,Improved,95
YISHUN,5,4,112,DBSS,93
YISHUN,5,3,121,Improved,68
YISHUN,5,2,120,Improved,68
YISHUN,5,3,127,Improved,68
YISHUN,5,3,122,Improved,67
YISHUN,5,4,122,Improved,68
YISHUN,5,2,121,Improved,67
YISHUN,5,1,122,Improved,67
YISHUN,5,3,121,Improved,65
YISHUN,5,5,111,Improved,81
YISHUN,5,4,121,Improved,65
YISHUN,5,1,121,Improved,65
YISHUN,5,2,121,Improved,65
YISHUN,5,2,121,Improved,68
YISHUN,5,1,121,Improved,67
YISHUN,5,1,122,Improved,68
YISHUN,5,4,127,Improved,68
YISHUN,6,1,146,Maisonette,69
YISHUN,6,3,142,Apartment,68
YISHUN,6,3,145,Apartment,69
YISHUN,6,2,142,Apartment,68
YISHUN,6,3,146,Maisonette,67
YISHUN,6,4,145,Apartment,68
YISHUN,6,3,142,Apartment,68
YISHUN,6,3,145,Apartment,68
YISHUN,6,2,179,Multi Generation,68
YISHUN,6,4,179,Multi Generation,68
ANG MO KIO,2,2,44,Improved,57
ANG MO KIO,2,1,44,Improved,58
ANG MO KIO,3,4,68,New Generation,61
ANG MO KIO,3,3,67,New Generation,57
ANG MO KIO,3,2,82,New Generation,61
ANG MO KIO,3,4,68,New Generation,61
ANG MO KIO,3,2,68,New Generation,60
ANG MO KIO,3,1,68,New Generation,59
ANG MO KIO,3,2,68,New Generation,60
ANG MO KIO,3,2,67,New Generation,59
ANG MO KIO,3,3,68,New Generation,60
ANG MO KIO,3,3,67,New Generation,60
ANG MO KIO,3,4,82,New Generation,60
ANG MO KIO,3,4,68,New Generation,60
ANG MO KIO,3,3,68,New Generation,60
ANG MO KIO,3,1,67,New Generation,59
ANG MO KIO,3,2,82,New Generation,59
ANG MO KIO,3,1,68,New Generation,60
ANG MO KIO,3,3,67,New Generation,64
ANG MO KIO,3,1,68,New Generation,60
ANG MO KIO,3,1,67,New Generation,59
ANG MO KIO,3,3,82,New Generation,64
ANG MO KIO,3,2,73,New Generation,59
ANG MO KIO,3,2,67,New Generation,56
ANG MO KIO,3,1,82,New Generation,59
ANG MO KIO,3,4,67,New Generation,58
ANG MO KIO,3,1,67,New Generation,56
ANG MO KIO,3,2,68,New Generation,65
ANG MO KIO,3,3,67,New Generation,59
ANG MO KIO,3,2,68,New Generation,60
ANG MO KIO,3,2,73,New Generation,58
ANG MO KIO,3,1,73,New Generation,59
ANG MO KIO,3,1,74,New Generation,58
ANG MO KIO,3,4,74,New Generation,58
ANG MO KIO,3,2,68,New Generation,61
ANG MO KIO,3,3,74,New Generation,58
ANG MO KIO,3,1,68,New Generation,61
ANG MO KIO,3,1,60,Improved,66
ANG MO KIO,3,2,69,New Generation,61
ANG MO KIO,3,4,74,New Generation,58
ANG MO KIO,3,3,68,New Generation,61
ANG MO KIO,3,1,68,New Generation,61
ANG MO KIO,3,3,68,New Generation,61
ANG MO KIO,3,1,67,New Generation,60
ANG MO KIO,3,3,82,New Generation,61
ANG MO KIO,3,3,68,New Generation,60
ANG MO KIO,3,4,67,New Generation,65
ANG MO KIO,3,2,68,New Generation,60
ANG MO KIO,3,5,75,New Generation,61
ANG MO KIO,3,2,68,New Generation,60
ANG MO KIO,3,3,68,New Generation,60
ANG MO KIO,4,9,96,Model A,92
ANG MO KIO,4,2,97,New Generation,57
ANG MO KIO,4,2,97,New Generation,56
ANG MO KIO,4,9,87,Model A,92
ANG MO KIO,4,2,92,New Generation,58
ANG MO KIO,4,1,98,New Generation,58
ANG MO KIO,4,3,92,New Generation,57
ANG MO KIO,4,2,106,Model A,73
ANG MO KIO,4,2,81,New Generation,57
ANG MO KIO,4,3,95,New Generation,61
ANG MO KIO,4,3,93,New Generation,60
ANG MO KIO,4,4,91,New Generation,60
ANG MO KIO,4,2,90,Model A,83
ANG MO KIO,4,4,91,New Generation,60
ANG MO KIO,4,2,90,Model A,83
ANG MO KIO,4,3,93,New Generation,60
ANG MO KIO,4,2,93,Model A,83
ANG MO KIO,4,1,93,Model A,83
ANG MO KIO,4,7,90,DBSS,91
ANG MO KIO,5,3,119,Improved,92
ANG MO KIO,5,8,121,Improved,92
ANG MO KIO,5,8,119,Improved,59
ANG MO KIO,5,3,119,Improved,59
ANG MO KIO,5,6,120,Improved,60
ANG MO KIO,5,4,136,Adjoined flat,60
ANG MO KIO,5,8,119,Improved,59
ANG MO KIO,5,8,117,Improved,61
ANG MO KIO,5,9,110,Improved,86
ANG MO KIO,5,3,112,DBSS,91
ANG MO KIO,5,1,120,DBSS,91
ANG MO KIO,5,2,120,DBSS,91
ANG MO KIO,5,3,112,DBSS,91
ANG MO KIO,5,6,110,Improved,83
ANG MO KIO,5,3,112,DBSS,91
ANG MO KIO,5,1,112,DBSS,91
ANG MO KIO,5,9,112,DBSS,91
BEDOK,2,3,45,Improved,58
BEDOK,3,3,67,New Generation,59
BEDOK,3,3,67,New Generation,59
BEDOK,3,1,68,New Generation,60
BEDOK,3,4,82,New Generation,59
BEDOK,3,1,68,New Generation,60
BEDOK,3,2,68,New Generation,60
BEDOK,3,3,81,New Generation,57
BEDOK,3,4,67,New Generation,57
BEDOK,3,3,67,New Generation,59
BEDOK,3,4,67,New Generation,58
BEDOK,3,1,82,New Generation,57
BEDOK,3,4,73,New Generation,58
BEDOK,3,3,82,New Generation,57
BEDOK,3,1,73,New Generation,58
BEDOK,3,1,67,New Generation,59
BEDOK,3,2,68,New Generation,60
BEDOK,3,4,67,New Generation,58
BEDOK,3,5,68,New Generation,59
BEDOK,3,4,59,Improved,58
BEDOK,3,3,68,New Generation,60
BEDOK,3,4,59,Improved,58
BEDOK,3,2,68,New Generation,60
BEDOK,3,2,68,New Generation,59
BEDOK,3,2,68,New Generation,60
BEDOK,3,4,68,New Generation,60
BEDOK,3,3,82,New Generation,61
BEDOK,3,2,61,Improved,66
BEDOK,3,2,68,New Generation,62
BEDOK,3,3,67,New Generation,62
BEDOK,3,1,67,New Generation,63
BEDOK,3,3,68,New Generation,61
BEDOK,3,3,68,New Generation,61
BEDOK,3,3,67,New Generation,62
BEDOK,3,3,67,New Generation,63
BEDOK,3,4,68,New Generation,62
BEDOK,3,2,88,New Generation,57
BEDOK,3,4,65,Improved,54
BEDOK,3,1,75,Model A,64
BEDOK,3,1,65,Improved,52
BEDOK,3,4,67,New Generation,65
BEDOK,3,6,82,New Generation,61
BEDOK,3,2,65,Improved,63
BEDOK,3,4,65,Improved,62
BEDOK,3,2,65,Improved,62
BEDOK,4,4,97,Model A,90
BEDOK,4,5,94,Model A,90
BEDOK,4,1,92,New Generation,60
BEDOK,4,3,92,New Generation,60
BEDOK,4,3,92,New Generation,59
BEDOK,4,3,91,New Generation,58
BEDOK,4,2,91,New Generation,57
BEDOK,4,3,92,Model A,86
BEDOK,4,2,98,New Generation,58
BEDOK,4,7,92,Model A,86
BEDOK,4,5,92,Model A,86
BEDOK,4,3,92,New Generation,58
BEDOK,4,4,91,New Generation,58
BEDOK,4,4,92,New Generation,58
BEDOK,4,4,95,New Generation,60
BEDOK,4,2,93,New Generation,60
BEDOK,4,2,89,New Generation,58
BEDOK,4,2,92,New Generation,62
BEDOK,4,2,84,Simplified,68
BEDOK,4,1,91,New Generation,61
BEDOK,4,4,93,New Generation,65
BEDOK,4,2,91,New Generation,61
BEDOK,4,4,84,Simplified,67
BEDOK,4,1,104,Model A,67
BEDOK,4,1,91,New Generation,65
BEDOK,4,2,105,Model A,64
BEDOK,4,4,105,Premium Apartment,81
BEDOK,4,2,90,Improved,57
BEDOK,4,6,84,Improved,57
BEDOK,4,1,84,Improved,57
BEDOK,4,2,105,Model A,65
BEDOK,4,4,92,New Generation,58
BEDOK,4,5,84,Improved,57
BEDOK,4,2,84,Improved,57
BEDOK,4,3,108,Model A,77
BEDOK,4,1,104,Model A,69
BEDOK,4,3,108,Model A,69
BEDOK,4,1,84,Improved,58
BEDOK,5,6,119,Improved,59
BEDOK,5,7,118,Improved,60
BEDOK,5,2,119,Improved,59
BEDOK,5,3,127,Improved,73
BEDOK,5,3,123,Standard,58
BEDOK,5,4,123,Improved,73
BEDOK,5,4,122,Improved,67
BEDOK,5,2,121,Improved,62
BEDOK,5,1,139,Model A-Maisonette,64
BEDOK,5,2,121,Improved,62
BEDOK,5,4,121,Improved,61
BEDOK,5,6,115,Premium Apartment,81
BEDOK,5,7,115,Premium Apartment,81
BEDOK,5,7,120,Standard,58
BEDOK,5,2,122,Improved,66
BEDOK,5,7,114,Standard,56
BEDOK,5,3,121,Improved,61
BEDOK,5,1,128,Improved,77
BEDOK,5,2,129,Improved,73
BEDOK,5,2,121,Improved,69
BEDOK,5,5,130,Improved,69
BEDOK,6,4,143,Apartment,73
BEDOK,6,1,151,Maisonette,64
BEDOK,6,4,151,Maisonette,67
BEDOK,6,2,154,Maisonette,64
BEDOK,6,4,143,Maisonette,67
BEDOK,6,3,143,Apartment,77
BEDOK,6,2,146,Maisonette,76
BEDOK,6,1,146,Maisonette,69
BISHAN,3,3,64,Simplified,66
BISHAN,3,1,65,Improved,54
BISHAN,4,3,84,Simplified,67
BISHAN,4,2,84,Simplified,69
BISHAN,4,4,83,Simplified,67
BISHAN,4,4,105,Model A,66
BISHAN,4,4,84,Simplified,66
BISHAN,4,3,104,Model A,72
BISHAN,4,3,105,Model A,72
BISHAN,4,4,113,Model A,72
BISHAN,4,8,102,Premium Apartment,78
BISHAN,4,1,113,Model A,72
BISHAN,4,4,104,Model A,72
BISHAN,4,2,104,Model A,72
BISHAN,4,1,106,Model A,72
BISHAN,4,3,97,New Generation,65
BISHAN,4,3,89,Simplified,66
BISHAN,4,2,105,Model A,70
BISHAN,5,2,122,Improved,68
BISHAN,5,1,121,Improved,67
BISHAN,5,2,121,Improved,69
BISHAN,5,3,131,Improved,68
BISHAN,5,1,121,Improved,67
BISHAN,5,1,121,Improved,67
BISHAN,5,1,131,Improved,68
BISHAN,5,1,121,Improved,67
BISHAN,5,2,131,Model A,72
BISHAN,5,4,133,Model A,72
BISHAN,5,12,120,DBSS,91
BISHAN,5,1,120,DBSS,91
BISHAN,5,4,121,Improved,65
BISHAN,6,8,163,Maisonette,67
BISHAN,6,8,163,Maisonette,67
BISHAN,6,8,150,Maisonette,67
BISHAN,6,1,149,Maisonette,72
BISHAN,6,1,149,Maisonette,69
BUKIT BATOK,3,4,67,New Generation,65
BUKIT BATOK,3,1,72,New Generation,65
BUKIT BATOK,3,4,69,New Generation,66
BUKIT BATOK,3,1,67,New Generation,66
BUKIT BATOK,3,2,73,Model A,65
BUKIT BATOK,3,3,73,Model A,65
BUKIT BATOK,3,1,72,New Generation,64
BUKIT BATOK,3,2,73,Model A,65
BUKIT BATOK,3,3,67,New Generation,65
BUKIT BATOK,3,3,73,Model A,65
BUKIT BATOK,3,4,73,Model A,64
BUKIT BATOK,3,1,73,Model A,65
BUKIT BATOK,3,3,68,New Generation,65
BUKIT BATOK,3,4,68,New Generation,65
BUKIT BATOK,3,3,68,New Generation,66
BUKIT BATOK,3,1,73,Model A,67
BUKIT BATOK,3,2,73,Model A,66
BUKIT BATOK,3,3,73,Model A,67
BUKIT BATOK,3,3,73,Model A,67
BUKIT BATOK,3,2,69,Improved,67
BUKIT BATOK,3,1,64,Simplified,67
BUKIT BATOK,3,2,64,Simplified,67
BUKIT BATOK,3,2,73,Model A,67
BUKIT BATOK,3,4,68,New Generation,68
BUKIT BATOK,3,1,73,Model A,66
BUKIT BATOK,3,3,68,New Generation,64
BUKIT BATOK,3,2,68,New Generation,64
BUKIT BATOK,3,2,68,New Generation,65
BUKIT BATOK,3,1,70,Improved,65
BUKIT BATOK,3,2,68,New Generation,64
BUKIT BATOK,3,3,67,New Generation,65
BUKIT BATOK,4,2,91,New Generation,65
BUKIT BATOK,4,3,104,Model A,65
BUKIT BATOK,4,2,89,Simplified,66
BUKIT BATOK,4,1,104,Model A,65
BUKIT BATOK,4,5,104,Model A,63
BUKIT BATOK,4,4,108,Model A,65
BUKIT BATOK,4,2,104,Model A,65
BUKIT BATOK,4,3,93,New Generation,65
BUKIT BATOK,4,6,102,Model A,78
BUKIT BATOK,4,2,102,Model A,78
BUKIT BATOK,4,4,102,Model A,78
BUKIT BATOK,4,4,100,Model A,78
BUKIT BATOK,4,2,92,Model A2,78
BUKIT BATOK,4,3,84,Simplified,66
BUKIT BATOK,4,4,99,New Generation,68
BUKIT BATOK,4,3,93,New Generation,65
BUKIT BATOK,4,3,93,New Generation,65
BUKIT BATOK,4,3,84,Simplified,66
BUKIT BATOK,4,1,98,New Generation,66
BUKIT BATOK,4,1,89,Simplified,68
BUKIT BATOK,4,3,104,Model A,67
BUKIT BATOK,4,2,103,Model A,66
BUKIT BATOK,4,4,103,Model A,67
BUKIT BATOK,4,1,103,Model A,67
BUKIT BATOK,4,8,90,Model A,85
BUKIT BATOK,4,4,92,Model A,85
BUKIT BATOK,4,5,92,Model A,84
BUKIT BATOK,4,9,92,Model A,84
BUKIT BATOK,4,6,92,Model A,85
BUKIT BATOK,4,6,90,Model A,85
BUKIT BATOK,4,2,90,Model A,85
BUKIT BATOK,4,8,103,Model A,65
BUKIT BATOK,4,1,106,Model A,65
BUKIT BATOK,4,4,104,Model A,65
BUKIT BATOK,4,8,103,Model A,65
BUKIT BATOK,4,4,103,Model A,65
BUKIT BATOK,5,3,120,Improved,78
BUKIT BATOK,5,3,122,Improved,67
BUKIT BATOK,5,4,118,Improved,85
BUKIT BATOK,5,8,118,Improved,85
BUKIT BATOK,5,3,134,Model A,65
BUKIT BATOK,5,1,134,Model A,65
BUKIT BATOK,5,4,139,Model A,65
BUKIT BATOK,6,3,148,Apartment,65
BUKIT BATOK,6,5,150,Maisonette,65
BUKIT BATOK,6,2,147,Maisonette,67
BUKIT MERAH,2,2,49,Standard,49
BUKIT MERAH,2,7,47,Model A,93
BUKIT MERAH,3,3,59,Standard,51
BUKIT MERAH,3,2,65,Improved,53
BUKIT MERAH,3,5,65,Improved,53
BUKIT MERAH,3,4,76,Improved,53
BUKIT MERAH,3,5,65,Improved,63
BUKIT MERAH,3,6,65,Improved,53
BUKIT MERAH,3,4,67,New Generation,63
BUKIT MERAH,3,1,69,New Generation,63
BUKIT MERAH,3,4,82,New Generation,61
BUKIT MERAH,3,4,86,New Generation,61
BUKIT MERAH,3,8,69,Model A,93
BUKIT MERAH,3,5,65,Improved,55
BUKIT MERAH,3,5,60,Standard,47
BUKIT MERAH,3,2,63,Improved,55
BUKIT MERAH,3,10,60,Model A,89
BUKIT MERAH,3,3,62,Model A,93
BUKIT MERAH,3,1,88,Standard,53
BUKIT MERAH,3,1,88,Standard,53
BUKIT MERAH,3,1,67,New Generation,63
BUKIT MERAH,3,1,54,Standard,50
BUKIT MERAH,3,2,70,Improved,55
BUKIT MERAH,3,4,74,Improved,63
BUKIT MERAH,3,2,66,Improved,63
BUKIT MERAH,3,2,65,Improved,56
BUKIT MERAH,3,2,67,New Generation,56
